input-size,read-time,total
100,0.01052093505859375,0.030575037002563477
100,0.01161813735961914,0.022302865982055664
100,0.01153707504272461,0.022346019744873047
100,0.010773181915283203,0.021790027618408203
100,0.010764122009277344,0.022475719451904297
100,0.011716842651367188,0.023504018783569336
100,0.011789798736572266,0.022285938262939453
100,0.012538909912109375,0.022207021713256836
100,0.010910987854003906,0.020797014236450195
100,0.010470151901245117,0.021200895309448242
100,0.011879205703735352,0.021776199340820312
100,0.010565042495727539,0.02419114112854004
100,0.010959863662719727,0.0211641788482666
100,0.011002779006958008,0.021414995193481445
100,0.011014938354492188,0.021036148071289062
100,0.011221885681152344,0.022771120071411133
100,0.014784097671508789,0.0234067440032959
100,0.01191401481628418,0.025338172912597656
100,0.01132512092590332,0.02263617515563965
100,0.011137008666992188,0.02130722999572754
100,0.010540246963500977,0.023375272750854492
100,0.010828018188476562,0.020933866500854492
100,0.011450052261352539,0.021297216415405273
100,0.012884140014648438,0.02144002914428711
100,0.011708974838256836,0.022406816482543945
100,0.011314153671264648,0.022013187408447266
100,0.010478019714355469,0.020409107208251953
100,0.010558843612670898,0.02006673812866211
100,0.012161731719970703,0.02188897132873535
100,0.010915994644165039,0.020570993423461914
200,0.02832198143005371,0.0817861557006836
200,0.0286409854888916,0.08137822151184082
200,0.02819991111755371,0.08266711235046387
200,0.027485370635986328,0.08303380012512207
200,0.028658151626586914,0.07965588569641113
200,0.02854299545288086,0.08233904838562012
200,0.030640125274658203,0.08458518981933594
200,0.029277801513671875,0.08441591262817383
200,0.030215024948120117,0.08411598205566406
200,0.03026890754699707,0.08324599266052246
200,0.028139114379882812,0.0839688777923584
200,0.027340173721313477,0.08158087730407715
200,0.02958226203918457,0.08298325538635254
200,0.029661893844604492,0.08410406112670898
200,0.03807997703552246,0.08820104598999023
200,0.03139996528625488,0.09388017654418945
200,0.037344932556152344,0.08545708656311035
200,0.03175783157348633,0.08327913284301758
200,0.031046152114868164,0.08849310874938965
200,0.02971816062927246,0.08912205696105957
200,0.029249906539916992,0.08413410186767578
200,0.031001806259155273,0.08559799194335938
200,0.030344247817993164,0.08652806282043457
200,0.03015875816345215,0.08691191673278809
200,0.02959299087524414,0.08727788925170898
200,0.029792070388793945,0.08477783203125
200,0.030570030212402344,0.08406209945678711
200,0.02951979637145996,0.08410096168518066
200,0.02930736541748047,0.0834810733795166
200,0.02817392349243164,0.08491110801696777
300,0.05872011184692383,0.19883012771606445
300,0.058264732360839844,0.19788002967834473
300,0.05692601203918457,0.19690799713134766
300,0.05796980857849121,0.1939539909362793
300,0.05761003494262695,0.19945001602172852
300,0.0587918758392334,0.19720101356506348
300,0.061218976974487305,0.21152496337890625
300,0.06655216217041016,0.19800996780395508
300,0.06162595748901367,0.2135300636291504
300,0.055969953536987305,0.20759797096252441
300,0.055500030517578125,0.19916009902954102
300,0.06100583076477051,0.2110888957977295
300,0.05831313133239746,0.2006971836090088
300,0.06389975547790527,0.2029099464416504
300,0.06156492233276367,0.20505118370056152
300,0.06280183792114258,0.2020401954650879
300,0.06363701820373535,0.20770001411437988
300,0.06454873085021973,0.20363903045654297
300,0.059146881103515625,0.2048649787902832
300,0.06257510185241699,0.20514297485351562
300,0.06048321723937988,0.20708298683166504
300,0.06047701835632324,0.2082531452178955
300,0.060964107513427734,0.1995551586151123
300,0.06160402297973633,0.20666074752807617
300,0.05825495719909668,0.20092105865478516
300,0.056397199630737305,0.19540023803710938
300,0.06727290153503418,0.2193760871887207
300,0.05811023712158203,0.20267605781555176
300,0.060706138610839844,0.19623708724975586
300,0.059767961502075195,0.21635794639587402
400,0.10039401054382324,0.39367127418518066
400,0.10097885131835938,0.39287495613098145
400,0.10015702247619629,0.3899531364440918
400,0.09502482414245605,0.37275004386901855
400,0.09614896774291992,0.3733859062194824
400,0.09571099281311035,0.3856630325317383
400,0.09879803657531738,0.37819695472717285
400,0.09757304191589355,0.3677070140838623
400,0.10379385948181152,0.3957087993621826
400,0.10460472106933594,0.38814401626586914
400,0.09723639488220215,0.38542914390563965
400,0.10166001319885254,0.3825080394744873
400,0.09939289093017578,0.40816211700439453
400,0.0996086597442627,0.384066104888916
400,0.09915709495544434,0.3823528289794922
400,0.10088872909545898,0.3880476951599121
400,0.1022789478302002,0.38280296325683594
400,0.0975806713104248,0.39086198806762695
400,0.10121011734008789,0.3697988986968994
400,0.09808778762817383,0.37634706497192383
400,0.10123705863952637,0.38538694381713867
400,0.09876036643981934,0.39528822898864746
400,0.10327792167663574,0.3826780319213867
400,0.09995698928833008,0.3857860565185547
400,0.09874105453491211,0.38349270820617676
400,0.10149693489074707,0.39215779304504395
400,0.09647393226623535,0.41828012466430664
400,0.10448694229125977,0.37671399116516113
400,0.10181713104248047,0.391463041305542
400,0.09783482551574707,0.3827977180480957
500,0.15997004508972168,0.6686739921569824
500,0.1585378646850586,0.7089488506317139
500,0.16161894798278809,0.702146053314209
500,0.15981698036193848,0.6660759449005127
500,0.15882611274719238,0.6560468673706055
500,0.1528759002685547,0.6806778907775879
500,0.18256592750549316,0.6938953399658203
500,0.16756892204284668,0.6928949356079102
500,0.157196044921875,0.6931149959564209
500,0.15494418144226074,0.664788007736206
500,0.15970492362976074,0.7541990280151367
500,0.15096712112426758,0.7245330810546875
500,0.15474796295166016,0.6621840000152588
500,0.14325499534606934,0.6460111141204834
500,0.148360013961792,0.6400749683380127
500,0.15695786476135254,0.6926939487457275
500,0.16921710968017578,0.7022063732147217
500,0.15715789794921875,0.6738259792327881
500,0.1622307300567627,0.7061529159545898
500,0.1516721248626709,0.6959228515625
500,0.15795397758483887,0.7404360771179199
500,0.15505480766296387,0.6844301223754883
500,0.15913891792297363,0.6797761917114258
500,0.15686893463134766,0.6808702945709229
500,0.14942121505737305,0.6902062892913818
500,0.15113496780395508,0.6630921363830566
500,0.14864468574523926,0.6796119213104248
500,0.17612504959106445,0.6841921806335449
500,0.16431522369384766,0.7343003749847412
500,0.1648850440979004,0.7664811611175537
600,0.22709989547729492,1.2280101776123047
600,0.230147123336792,1.1884419918060303
600,0.22232890129089355,1.1178500652313232
600,0.23105120658874512,1.171738862991333
600,0.23882317543029785,1.1051220893859863
600,0.22390198707580566,1.1366519927978516
600,0.22991704940795898,1.1309168338775635
600,0.21928191184997559,1.1228742599487305
600,0.23466229438781738,1.155583381652832
600,0.2180919647216797,1.0825269222259521
600,0.20919394493103027,1.0788910388946533
600,0.22377395629882812,1.1206181049346924
600,0.23849701881408691,1.1263859272003174
600,0.215576171875,1.158747911453247
600,0.22927212715148926,1.1226580142974854
600,0.22967195510864258,1.0896399021148682
600,0.22880196571350098,1.2054328918457031
600,0.22448110580444336,1.1193642616271973
600,0.22433733940124512,1.2163870334625244
600,0.22003912925720215,1.09010910987854
600,0.22954082489013672,1.0896739959716797
600,0.22304320335388184,1.1544976234436035
600,0.23250985145568848,1.092442274093628
600,0.23267197608947754,1.1088709831237793
600,0.2342681884765625,1.1050019264221191
600,0.19986701011657715,1.1400880813598633
600,0.21872186660766602,1.114211082458496
600,0.24087190628051758,1.0825369358062744
600,0.22919201850891113,1.164538860321045
600,0.21071910858154297,1.0665769577026367
700,0.2889409065246582,1.6623458862304688
