input-size,read-time,total
100,0.16407227516174316,0.19977712631225586
100,0.1903688907623291,0.18976521492004395
100,0.19516801834106445,0.2244398593902588
100,0.17069125175476074,0.2178351879119873
100,0.1714179515838623,0.19539499282836914
100,0.1734910011291504,0.1845870018005371
100,0.18912315368652344,0.18241429328918457
100,0.18855690956115723,0.21616101264953613
100,0.16656780242919922,0.20024800300598145
100,0.17721199989318848,0.18706393241882324
100,0.17224717140197754,0.188093900680542
100,0.17406105995178223,0.19334197044372559
100,0.17072081565856934,0.18816900253295898
100,0.16904330253601074,0.19638490676879883
100,0.17401385307312012,0.19581103324890137
100,0.17132806777954102,0.19036173820495605
100,0.17201685905456543,0.1932070255279541
100,0.17027497291564941,0.1846621036529541
100,0.16936612129211426,0.2041308879852295
100,0.1734919548034668,0.19253802299499512
100,0.16664719581604004,0.19048404693603516
100,0.1645197868347168,0.20216989517211914
100,0.17255687713623047,0.18891406059265137
100,0.17110705375671387,0.18422293663024902
100,0.171004056930542,0.18794822692871094
100,0.1713879108428955,0.18819880485534668
100,0.17731976509094238,0.1889040470123291
100,0.17128300666809082,0.18891620635986328
100,0.17034482955932617,0.18400001525878906
100,0.17700600624084473,0.1931147575378418
200,0.25606584548950195,0.30388903617858887
200,0.2514197826385498,0.29311108589172363
200,0.264815092086792,0.2953979969024658
200,0.2568831443786621,0.2992830276489258
200,0.25162482261657715,0.30107712745666504
200,0.24054193496704102,0.293071985244751
200,0.2436661720275879,0.305372953414917
200,0.24949193000793457,0.3005940914154053
200,0.2431631088256836,0.3014500141143799
200,0.24178028106689453,0.2940711975097656
200,0.2572488784790039,0.3025188446044922
200,0.25079774856567383,0.299746036529541
200,0.24005985260009766,0.2983717918395996
200,0.2561061382293701,0.2913930416107178
200,0.24221491813659668,0.31572985649108887
200,0.2420060634613037,0.28983497619628906
200,0.24042582511901855,0.29206085205078125
200,0.24602818489074707,0.28930091857910156
200,0.24649500846862793,0.30315423011779785
200,0.25206708908081055,0.3057868480682373
200,0.2433021068572998,0.28951311111450195
200,0.2400798797607422,0.2980690002441406
200,0.23836684226989746,0.28981709480285645
200,0.2506430149078369,0.3086049556732178
200,0.25554323196411133,0.29106974601745605
200,0.2416079044342041,0.3115870952606201
200,0.24440670013427734,0.298389196395874
200,0.24918198585510254,0.2997300624847412
200,0.2438058853149414,0.3021578788757324
200,0.24683809280395508,0.29984378814697266
300,0.4049038887023926,0.49074292182922363
300,0.4096832275390625,0.5153679847717285
300,0.4078998565673828,0.49212217330932617
300,0.4072139263153076,0.5114700794219971
300,0.39417505264282227,0.4937291145324707
300,0.39687514305114746,0.4863150119781494
300,0.4138681888580322,0.4963560104370117
300,0.41198301315307617,0.4980289936065674
300,0.3981800079345703,0.5011241436004639
300,0.4000892639160156,0.48952412605285645
300,0.3982222080230713,0.49595117568969727
300,0.4038200378417969,0.500201940536499
300,0.4153902530670166,0.48648691177368164
300,0.4040536880493164,0.5032980442047119
300,0.4002959728240967,0.48782801628112793
300,0.4020359516143799,0.5157899856567383
300,0.40706896781921387,0.49155282974243164
300,0.399399995803833,0.48009204864501953
300,0.3983321189880371,0.49706530570983887
300,0.3968319892883301,0.49805712699890137
300,0.39934372901916504,0.5013806819915771
300,0.4126741886138916,0.4982619285583496
300,0.4144258499145508,0.48519086837768555
300,0.4246068000793457,0.4844841957092285
300,0.3984038829803467,0.4929690361022949
300,0.40976786613464355,0.4881749153137207
300,0.39491724967956543,0.48787713050842285
300,0.3965330123901367,0.5051381587982178
300,0.4105348587036133,0.4932680130004883
300,0.4058711528778076,0.48911023139953613
400,0.6221597194671631,0.7771170139312744
400,0.62770676612854,0.7648859024047852
400,0.6306910514831543,0.7651479244232178
400,0.623201847076416,0.7685079574584961
400,0.6295607089996338,0.7628028392791748
400,0.6243858337402344,0.768869161605835
400,0.634347677230835,0.7781369686126709
400,0.6434638500213623,0.7759621143341064
400,0.640108585357666,0.7708101272583008
400,0.6326138973236084,0.7764880657196045
400,0.6414110660552979,0.7702107429504395
400,0.6427531242370605,0.7671051025390625
400,0.6298370361328125,0.7759978771209717
400,0.6293978691101074,0.7911651134490967
400,0.6291089057922363,0.7634632587432861
400,0.6351518630981445,0.7700347900390625
400,0.6324930191040039,0.7974750995635986
400,0.628849983215332,0.8202250003814697
400,0.6461660861968994,0.7939589023590088
400,0.6398341655731201,0.7791211605072021
400,0.623744010925293,0.7672519683837891
400,0.647230863571167,0.7659800052642822
400,0.657304048538208,0.8217868804931641
400,0.6496388912200928,0.7668290138244629
